companyName,currentValue,change,pChange,updatedOn,securityID,scripCode,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat,buy,sell
Siti Networks Ltd,0.91,-0.01,-1.09,25 Oct 24 | 03:40 PM,SITINET,532795,T  /,1.00,"Media, Entertainment & Publication",0.92,0.91,0.91,0.91,1.14,0.61,0.91,0.00 Cr.,0.50 Lakh,6.27 Lakh,79.36 Cr.,74.60 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.91', 'quantity': '668463'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
LUMAX AUTO TECHNOLOGIES LTD.,505.20,-7.25,-1.41,25 Oct 24 | 03:41 PM,LUMAXTECH,532796,B  / BSE SmallCap,2.00,Automobile and Auto Components,512.45,516.25,516.25,497.20,608.15,338.70,503.55,0.33 Cr.,0.06 Lakh,0.06 Lakh,"3,443.33 Cr.","1,515.06 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
AUTOLINE INDUSTRIES LTD.,108.30,2.90,2.75,25 Oct 24 | 03:30 PM,AUTOIND,532797,B  /,10.00,Automobile and Auto Components,105.40,102.05,108.35,100.70,165.20,92.01,104.90,0.44 Cr.,0.41 Lakh,0.21 Lakh,421.97 Cr.,227.86 Cr.,"{'1': {'quantity': '175', 'price': '105.00'}, '2': {'quantity': '2', 'price': '104.50'}, '3': {'quantity': '40', 'price': '104.00'}, '4': {'quantity': '14', 'price': '103.30'}, '5': {'quantity': '121', 'price': '103.00'}}","{'1': {'price': '108.95', 'quantity': '10'}, '2': {'price': '110.00', 'quantity': '165'}, '3': {'price': '114.00', 'quantity': '100'}, '4': {'price': '114.40', 'quantity': '100'}, '5': {'price': '125.40', 'quantity': '100'}}"
NETWORK18 MEDIA & INVESTMENTS LTD.,76.43,-1.92,-2.45,25 Oct 24 | 03:43 PM,NETWORK18,532798,A  / BSE 500,5.00,"Media, Entertainment & Publication",78.35,78.50,78.59,74.60,136.20,65.68,76.07,1.01 Cr.,1.34 Lakh,3.31 Lakh,"8,001.83 Cr.","1,920.44 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '76.43', 'quantity': '435'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
HUBTOWN LTD.,245.00,-9.50,-3.73,25 Oct 24 | 03:40 PM,HUBTOWN,532799,T  /,10.00,Realty,254.50,255.00,255.00,241.80,342.15,50.33,243.69,0.96 Cr.,0.39 Lakh,0.22 Lakh,"1,958.43 Cr.","1,037.97 Cr.","{'1': {'quantity': '170', 'price': '245.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,93.80,0.50,0.54,25 Oct 24 | 03:31 PM,CTE,532801,T  /,10.00,Information Technology,93.30,95.60,97.90,90.55,147.30,57.50,95.01,0.01 Cr.,0.01 Lakh,0.03 Lakh,184.14 Cr.,93.91 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,2932.85,12.10,0.41,25 Oct 24 | 03:31 PM,TIIL,532804,B  / BSE SmallCap,10.00,Capital Goods,2920.75,3019.95,3019.95,2816.90,3939.00,1502.10,2870.59,0.36 Cr.,0.01 Lakh,0.01 Lakh,"6,649.59 Cr.","3,058.81 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Redington Ltd,161.75,-5.15,-3.09,25 Oct 24 | 03:46 PM,REDINGTON,532805,A  / BSE 500,2.00,Services,166.90,166.90,166.90,159.10,237.30,136.25,160.85,1.01 Cr.,0.63 Lakh,0.66 Lakh,"12,645.20 Cr.","9,610.35 Cr.","{'1': {'quantity': '5', 'price': '160.55'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
AI CHAMPDANY INDUSTRIES LTD.,52.26,8.71,20.00,25 Oct 24 | 03:45 PM,AICHAMP,532806,X  /,5.00,Forest Materials,43.55,44.90,52.26,42.15,70.50,36.77,49.77,0.11 Cr.,0.23 Lakh,0.29 Lakh,160.72 Cr.,65.90 Cr.,"{'1': {'quantity': '91813', 'price': '52.26'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Cineline India Limited,102.75,-2.55,-2.42,25 Oct 24 | 03:30 PM,CINELINE,532807,B  /,5.00,"Media, Entertainment & Publication",105.30,109.95,109.95,102.65,186.00,102.55,107.09,0.01 Cr.,0.00 Lakh,0.03 Lakh,352.09 Cr.,105.63 Cr.,"{'1': {'quantity': '452', 'price': '102.75'}, '2': {'quantity': '2', 'price': '101.00'}, '3': {'quantity': '50', 'price': '100.05'}, '4': {'quantity': '1', 'price': '96.00'}, '5': {'quantity': '50', 'price': '91.25'}}","{'1': {'price': '112.50', 'quantity': '250'}, '2': {'price': '119.00', 'quantity': '50'}, '3': {'price': '121.00', 'quantity': '50'}, '4': {'price': '123.00', 'quantity': '50'}, '5': {'price': '124.90', 'quantity': '50'}}"
Pearl Global Industries Limited,894.05,-22.50,-2.45,25 Oct 24 | 03:40 PM,PGIL,532808,B  / BSE SmallCap,5.00,Textiles,916.55,905.70,905.70,873.10,1091.70,524.90,889.97,0.15 Cr.,0.02 Lakh,0.04 Lakh,"4,100.06 Cr.","1,230.02 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
FIRSTSOURCE SOLUTIONS LTD.,332.75,-0.15,-0.05,25 Oct 24 | 03:46 PM,FSL,532809,A  / BSE 500,10.00,Services,332.90,332.05,339.30,328.10,361.65,148.40,333.45,6.28 Cr.,1.88 Lakh,2.96 Lakh,"23,192.37 Cr.","10,436.57 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '332.75', 'quantity': '1293'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
POWER FINANCE CORPORATION LTD.,439.50,-13.45,-2.97,25 Oct 24 | 03:46 PM,PFC,532810,A  / BSE 100,10.00,Financial Services,452.95,454.00,458.00,431.15,580.35,225.60,439.34,9.88 Cr.,2.25 Lakh,2.81 Lakh,"1,45,039.47 Cr.","63,817.37 Cr.","{'1': {'quantity': '11', 'price': '439.00'}, '2': {'quantity': '3', 'price': '438.40'}, '3': {'quantity': '1', 'price': '438.10'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
AHLUWALIA CONTRACTS (INDIA) LTD.,1038.10,12.20,1.19,25 Oct 24 | 03:31 PM,AHLUCONT,532811,A  / BSE SmallCap,2.00,Construction,1025.90,1068.85,1068.85,995.55,1540.00,649.40,1013.79,0.36 Cr.,0.04 Lakh,0.08 Lakh,"6,953.98 Cr.","3,129.29 Cr.","{'1': {'quantity': '1', 'price': '1033.60'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
TRANSWARRANTY FINANCE LTD.,28.55,-1.45,-4.83,25 Oct 24 | 03:40 PM,TFL,532812,T  /,10.00,Financial Services,30.00,30.98,30.98,28.51,40.60,8.15,29.01,0.01 Cr.,0.03 Lakh,0.04 Lakh,153.24 Cr.,58.23 Cr.,"{'1': {'quantity': '250', 'price': '28.55'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
INDIAN BANK,497.90,-3.00,-0.60,25 Oct 24 | 03:41 PM,INDIANB,532814,A  / BSE 200,10.00,Financial Services,500.90,507.90,507.90,488.00,626.35,391.25,494.16,1.84 Cr.,0.37 Lakh,0.32 Lakh,"67,065.34 Cr.","17,436.99 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
SMS PHARMACEUTICALS LTD.,280.55,-9.65,-3.33,25 Oct 24 | 03:40 PM,SMSPHARMA,532815,B  / BSE SmallCap,1.00,Healthcare,290.20,293.20,293.20,278.00,398.00,111.95,284.25,0.73 Cr.,0.26 Lakh,0.24 Lakh,"2,374.91 Cr.",831.22 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
ORIENTAL TRIMEX LTD.,12.57,-0.25,-1.95,25 Oct 24 | 03:45 PM,ORIENTALTL,532817,T  /,10.00,Consumer Durables,12.82,12.57,12.57,12.57,16.90,4.86,12.57,0.01 Cr.,0.05 Lakh,0.34 Lakh,92.40 Cr.,67.45 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '12.57', 'quantity': '3702'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
E-Land Apparel Limited,15.20,-0.79,-4.94,21 Oct 24 | 04:00 PM,ELAND,532820,XT /,10.00,Textiles,15.99,15.20,15.20,15.20,16.49,6.54,15.20,0.01 Cr.,0.04 Lakh,0.21 Lakh,72.95 Cr.,24.80 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Vodafone Idea Ltd,7.67,-0.46,-5.66,25 Oct 24 | 03:46 PM,IDEA,532822,A  /,10.00,Telecommunication,8.13,8.13,8.13,7.59,19.15,7.59,7.75,53.08 Cr.,684.10 Lakh,361.94 Lakh,"53,459.76 Cr.","18,176.32 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '7.67', 'quantity': '69557'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
JAGJANANI TEXTILES LTD.,11.40,-0.51,-4.28,25 Oct 24 | 03:30 PM,JAGJANANI,532825,X  /,10.00,Textiles,11.91,11.56,12.44,11.37,21.76,9.58,11.80,0.01 Cr.,0.09 Lakh,0.13 Lakh,17.78 Cr.,13.34 Cr.,"{'1': {'quantity': '250', 'price': '11.38'}, '2': {'quantity': '100', 'price': '11.37'}, '3': {'quantity': '75', 'price': '11.36'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '12.10', 'quantity': '1002'}, '2': {'price': '12.11', 'quantity': '1756'}, '3': {'price': '12.14', 'quantity': '3000'}, '4': {'price': '12.18', 'quantity': '800'}, '5': {'price': '12.24', 'quantity': '113'}}"
RAJ TELEVISION NETWORK LTD.,43.69,-0.76,-1.71,25 Oct 24 | 03:40 PM,RAJTV,532826,T  /,5.00,"Media, Entertainment & Publication",44.45,44.45,44.45,43.01,139.99,43.01,43.95,0.00 Cr.,0.01 Lakh,0.01 Lakh,226.81 Cr.,63.51 Cr.,"{'1': {'quantity': '100', 'price': '43.69'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
PAGE INDUSTRIES LTD.,42964.35,-553.25,-1.27,25 Oct 24 | 03:40 PM,PAGEIND,532827,A  / BSE 200,10.00,Textiles,43517.60,43850.95,44232.10,42631.80,46817.65,33100.00,43261.21,2.00 Cr.,0.00 Lakh,0.01 Lakh,"47,921.89 Cr.","26,357.04 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
AMD INDUSTRIES LTD.,60.65,-4.37,-6.72,25 Oct 24 | 03:30 PM,AMDIND,532828,B  /,10.00,Capital Goods,65.02,66.30,66.30,60.10,97.84,52.63,61.46,0.07 Cr.,0.12 Lakh,0.02 Lakh,116.25 Cr.,38.36 Cr.,"{'1': {'quantity': '15', 'price': '60.50'}, '2': {'quantity': '50', 'price': '60.02'}, '3': {'quantity': '101', 'price': '60.00'}, '4': {'quantity': '200', 'price': '59.15'}, '5': {'quantity': '2', 'price': '58.00'}}","{'1': {'price': '61.00', 'quantity': '215'}, '2': {'price': '61.60', 'quantity': '1057'}, '3': {'price': '68.75', 'quantity': '18'}, '4': {'price': '78.00', 'quantity': '1142'}, '5': {'price': '0.00', 'quantity': '-'}}"
Lehar Footwears Ltd,235.00,-7.50,-3.09,25 Oct 24 | 03:30 PM,LEHAR,532829,X  /,10.00,Consumer Durables,242.50,245.00,245.00,229.00,275.00,117.05,233.34,0.17 Cr.,0.07 Lakh,0.27 Lakh,415.45 Cr.,112.17 Cr.,"{'1': {'quantity': '54', 'price': '235.00'}, '2': {'quantity': '100', 'price': '233.80'}, '3': {'quantity': '39', 'price': '233.10'}, '4': {'quantity': '50', 'price': '231.20'}, '5': {'quantity': '25', 'price': '231.15'}}","{'1': {'price': '240.85', 'quantity': '5'}, '2': {'price': '241.00', 'quantity': '21'}, '3': {'price': '241.90', 'quantity': '50'}, '4': {'price': '242.95', 'quantity': '177'}, '5': {'price': '244.95', 'quantity': '100'}}"
Astral Ltd,1804.00,12.05,0.67,25 Oct 24 | 03:45 PM,ASTRAL,532830,A  / BSE 200,1.00,Capital Goods,1791.95,1793.05,1820.00,1752.90,2453.95,1739.25,1785.56,7.71 Cr.,0.43 Lakh,0.21 Lakh,"48,460.31 Cr.","22,291.74 Cr.","{'1': {'quantity': '2', 'price': '1799.05'}, '2': {'quantity': '1', 'price': '1798.60'}, '3': {'quantity': '5', 'price': '1798.50'}, '4': {'quantity': '206', 'price': '1798.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Equinox India Developments Ltd,107.75,-6.65,-5.81,25 Oct 24 | 03:46 PM,EMBDL,532832,A  / BSE SmallCap,2.00,Realty,114.40,115.00,115.65,106.10,164.40,69.05,109.07,2.30 Cr.,2.11 Lakh,3.25 Lakh,"6,857.97 Cr.","5,143.48 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
CAMLIN FINE SCIENCES LTD.,96.70,-7.00,-6.75,25 Oct 24 | 03:40 PM,CAMLINFINE,532834,B  / BSE SmallCap,1.00,Chemicals,103.70,103.15,103.45,95.80,151.00,80.00,98.01,0.50 Cr.,0.51 Lakh,0.82 Lakh,"1,619.68 Cr.",793.64 Cr.,"{'1': {'quantity': '963', 'price': '96.70'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
ICRA LTD.,6934.60,-259.35,-3.61,25 Oct 24 | 03:30 PM,ICRA,532835,B  / BSE SmallCap,10.00,Financial Services,7193.95,7200.00,7200.00,6859.70,7700.00,4990.00,6987.43,0.44 Cr.,0.01 Lakh,0.00 Lakh,"6,692.74 Cr.","3,212.52 Cr.","{'1': {'quantity': '1', 'price': '6915.00'}, '2': {'quantity': '2', 'price': '6880.45'}, '3': {'quantity': '1', 'price': '6761.00'}, '4': {'quantity': '5', 'price': '6545.00'}, '5': {'quantity': '30', 'price': '6258.00'}}","{'1': {'price': '7049.45', 'quantity': '2'}, '2': {'price': '7098.90', 'quantity': '2'}, '3': {'price': '7250.00', 'quantity': '2'}, '4': {'price': '7300.00', 'quantity': '145'}, '5': {'price': '7500.00', 'quantity': '70'}}"
DISH TV INDIA LTD.,12.38,-0.32,-2.52,25 Oct 24 | 03:44 PM,DISHTV,532839,A  / BSE SmallCap,1.00,"Media, Entertainment & Publication",12.70,12.70,12.76,12.27,26.01,12.27,12.43,1.34 Cr.,10.83 Lakh,11.31 Lakh,"2,279.47 Cr.","1,641.22 Cr.","{'1': {'quantity': '5800', 'price': '12.38'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
SAHYADRI INDUSTRIES LTD.,326.95,-2.95,-0.89,25 Oct 24 | 03:40 PM,SAHYADRI,532841,B  /,10.00,Construction Materials,329.90,325.15,326.95,321.95,465.95,321.95,326.05,0.01 Cr.,0.00 Lakh,0.02 Lakh,357.89 Cr.,100.21 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,703.45,-22.55,-3.11,25 Oct 24 | 03:30 PM,SRHHYPOLTD,532842,B  /,10.00,Chemicals,726.00,765.00,765.00,689.65,943.95,438.95,702.81,0.38 Cr.,0.05 Lakh,0.11 Lakh,"1,207.46 Cr.",386.39 Cr.,"{'1': {'quantity': '2', 'price': '690.00'}, '2': {'quantity': '1', 'price': '685.00'}, '3': {'quantity': '199', 'price': '681.00'}, '4': {'quantity': '10', 'price': '680.00'}, '5': {'quantity': '99', 'price': '670.70'}}","{'1': {'price': '779.95', 'quantity': '10'}, '2': {'price': '797.95', 'quantity': '20'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
FORTIS HEALTHCARE LTD.,587.45,2.25,0.38,25 Oct 24 | 03:31 PM,FORTIS,532843,A  / BSE 500,10.00,Healthcare,585.20,584.20,591.65,571.50,628.00,314.00,582.49,0.92 Cr.,0.16 Lakh,0.79 Lakh,"44,350.02 Cr.","30,601.51 Cr.","{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
TGB BANQUETS AND HOTELS LTD.,14.37,-0.43,-2.91,25 Oct 24 | 03:40 PM,TGBHOTELS,532845,B  /,10.00,Consumer Services,14.80,15.10,15.20,14.10,20.50,10.30,14.47,0.02 Cr.,0.11 Lakh,0.28 Lakh,42.08 Cr.,28.62 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
HILTON METAL FORGING LTD.,76.34,-3.17,-3.99,25 Oct 24 | 03:46 PM,HILTON,532847,B  /,10.00,Capital Goods,79.51,78.73,78.73,76.02,164.10,76.02,76.66,0.03 Cr.,0.04 Lakh,0.11 Lakh,160.31 Cr.,96.19 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
