companyName,currentValue,change,pChange,updatedOn,securityID,scripCode,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat,buy,sell
Anant Raj Limited-$,649.95,-40.45,-5.86,25 Oct 24 | 03:03 PM,ANANTRAJ,515055,A  / BSE SmallCap,2.00,Realty,690.40,690.40,695.00,644.60,796.45,222.05,662.04,5.43 Cr.,0.82 Lakh,0.67 Lakh,"22,221.19 Cr.","8,666.26 Cr.","{'1': {'quantity': '6', 'price': '649.65'}, '2': {'quantity': '88', 'price': '649.60'}, '3': {'quantity': '30', 'price': '649.55'}, '4': {'quantity': '56', 'price': '649.50'}, '5': {'quantity': '37', 'price': '649.45'}}","{'1': {'price': '650.40', 'quantity': '12'}, '2': {'price': '650.60', 'quantity': '4'}, '3': {'price': '650.65', 'quantity': '30'}, '4': {'price': '650.70', 'quantity': '30'}, '5': {'price': '650.75', 'quantity': '296'}}"
MADHUSUDAN INDUSTRIES LTD.,58.00,-2.79,-4.59,25 Oct 24 | 02:59 PM,MADHUDIN,515059,X  /,5.00,Fast Moving Consumer Goods,60.79,58.00,61.95,58.00,93.03,48.72,58.79,0.01 Cr.,0.02 Lakh,0.15 Lakh,31.18 Cr.,13.72 Cr.,"{'1': {'quantity': '394', 'price': '58.00'}, '2': {'quantity': '2', 'price': '57.25'}, '3': {'quantity': '50', 'price': '56.40'}, '4': {'quantity': '1', 'price': '56.00'}, '5': {'quantity': '55', 'price': '55.50'}}","{'1': {'price': '59.96', 'quantity': '10'}, '2': {'price': '59.99', 'quantity': '12'}, '3': {'price': '60.00', 'quantity': '133'}, '4': {'price': '61.69', 'quantity': '100'}, '5': {'price': '61.70', 'quantity': '59'}}"
RESTILE CERAMICS LTD.,7.17,0.10,1.41,25 Oct 24 | 02:55 PM,RESTILE,515085,XT /,10.00,Consumer Durables,7.07,7.07,7.34,6.72,9.99,2.79,6.87,0.01 Cr.,0.21 Lakh,0.25 Lakh,70.47 Cr.,19.73 Cr.,"{'1': {'quantity': '100', 'price': '6.90'}, '2': {'quantity': '250', 'price': '6.79'}, '3': {'quantity': '2985', 'price': '6.78'}, '4': {'quantity': '200', 'price': '6.77'}, '5': {'quantity': '2', 'price': '6.76'}}","{'1': {'price': '7.17', 'quantity': '110'}, '2': {'price': '7.19', 'quantity': '1042'}, '3': {'price': '7.20', 'quantity': '423'}, '4': {'price': '7.23', 'quantity': '100'}, '5': {'price': '7.24', 'quantity': '400'}}"
MADHAV MARBLES & GRANITES LTD.,47.49,-0.72,-1.49,25 Oct 24 | 03:02 PM,MADHAV,515093,B  /,10.00,Consumer Durables,48.21,47.75,47.75,47.45,92.00,37.05,47.54,0.00 Cr.,0.00 Lakh,0.02 Lakh,42.49 Cr.,22.94 Cr.,"{'1': {'quantity': '150', 'price': '47.21'}, '2': {'quantity': '1', 'price': '47.18'}, '3': {'quantity': '200', 'price': '47.15'}, '4': {'quantity': '100', 'price': '47.11'}, '5': {'quantity': '200', 'price': '47.10'}}","{'1': {'price': '47.46', 'quantity': '1'}, '2': {'price': '47.59', 'quantity': '23'}, '3': {'price': '47.60', 'quantity': '25'}, '4': {'price': '47.61', 'quantity': '23'}, '5': {'price': '47.69', 'quantity': '33'}}"
Ramasigns Industries Ltd,2.37,-0.03,-1.25,25 Oct 24 | 02:59 PM,RAMASIGNS,515127,X  /,5.00,Services,2.40,2.35,2.51,2.29,3.24,1.90,2.35,0.00 Cr.,0.11 Lakh,0.14 Lakh,6.77 Cr.,4.20 Cr.,"{'1': {'quantity': '999', 'price': '2.34'}, '2': {'quantity': '640', 'price': '2.33'}, '3': {'quantity': '49', 'price': '2.32'}, '4': {'quantity': '900', 'price': '2.31'}, '5': {'quantity': '1700', 'price': '2.30'}}","{'1': {'price': '2.37', 'quantity': '898'}, '2': {'price': '2.40', 'quantity': '1996'}, '3': {'price': '2.48', 'quantity': '1034'}, '4': {'price': '2.49', 'quantity': '5000'}, '5': {'price': '2.50', 'quantity': '1157'}}"
HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,25.65,-1.34,-4.96,21 Oct 24 | 04:00 PM,HINDNATGLS,515145,T  /,2.00,Capital Goods,26.99,25.65,25.65,25.65,31.47,14.72,25.65,0.04 Cr.,0.16 Lakh,0.19 Lakh,229.70 Cr.,66.61 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Haldyn Glass Ltd-$,153.85,-6.90,-4.29,25 Oct 24 | 03:03 PM,HALDYNGL,515147,X  /,1.00,Capital Goods,160.75,160.00,160.95,150.00,188.90,108.00,154.36,1.09 Cr.,0.71 Lakh,0.96 Lakh,826.97 Cr.,339.06 Cr.,"{'1': {'quantity': '36', 'price': '153.10'}, '2': {'quantity': '16', 'price': '153.00'}, '3': {'quantity': '100', 'price': '152.20'}, '4': {'quantity': '5', 'price': '152.15'}, '5': {'quantity': '101', 'price': '152.10'}}","{'1': {'price': '153.80', 'quantity': '211'}, '2': {'price': '153.85', 'quantity': '35'}, '3': {'price': '153.95', 'quantity': '25'}, '4': {'price': '154.00', 'quantity': '101'}, '5': {'price': '154.45', 'quantity': '25'}}"
Duroply Industries Ltd,259.90,-6.40,-2.40,25 Oct 24 | 03:00 PM,DUROPLY,516003,X  /,10.00,Consumer Durables,266.30,261.10,264.85,232.90,369.80,151.05,243.77,0.20 Cr.,0.08 Lakh,0.02 Lakh,256.34 Cr.,79.47 Cr.,"{'1': {'quantity': '2', 'price': '259.90'}, '2': {'quantity': '1', 'price': '254.00'}, '3': {'quantity': '143', 'price': '253.80'}, '4': {'quantity': '10', 'price': '252.00'}, '5': {'quantity': '10', 'price': '251.05'}}","{'1': {'price': '259.95', 'quantity': '5'}, '2': {'price': '262.95', 'quantity': '11'}, '3': {'price': '263.90', 'quantity': '10'}, '4': {'price': '264.90', 'quantity': '10'}, '5': {'price': '274.95', 'quantity': '50'}}"
SHREYANS INDUSTRIES LTD.-$,237.25,-4.75,-1.96,25 Oct 24 | 03:03 PM,SHREYANIND,516016,B  /,10.00,Forest Materials,242.00,240.90,241.60,233.00,347.20,165.05,236.97,0.07 Cr.,0.03 Lakh,0.01 Lakh,328.00 Cr.,150.88 Cr.,"{'1': {'quantity': '6', 'price': '238.40'}, '2': {'quantity': '7', 'price': '238.35'}, '3': {'quantity': '2', 'price': '237.95'}, '4': {'quantity': '13', 'price': '237.80'}, '5': {'quantity': '7', 'price': '237.45'}}","{'1': {'price': '240.05', 'quantity': '5'}, '2': {'price': '240.25', 'quantity': '6'}, '3': {'price': '240.30', 'quantity': '3'}, '4': {'price': '240.60', 'quantity': '13'}, '5': {'price': '240.75', 'quantity': '4'}}"
AGIO PAPER & INDUSTRIES LTD.-$,7.78,-0.40,-4.89,21 Oct 24 | 04:00 PM,AGIOPAPER,516020,XT /,10.00,Forest Materials,8.18,7.78,7.78,7.78,8.61,3.26,7.70,0.00 Cr.,0.00 Lakh,0.00 Lakh,12.55 Cr.,4.52 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
STAR PAPER MILLS LTD.,196.60,-3.75,-1.87,25 Oct 24 | 03:04 PM,STARPAPER,516022,B  /,10.00,Forest Materials,200.35,199.00,199.70,196.00,288.00,196.00,197.27,0.05 Cr.,0.02 Lakh,0.01 Lakh,306.86 Cr.,168.77 Cr.,"{'1': {'quantity': '174', 'price': '196.60'}, '2': {'quantity': '11', 'price': '196.50'}, '3': {'quantity': '68', 'price': '196.45'}, '4': {'quantity': '361', 'price': '196.35'}, '5': {'quantity': '51', 'price': '196.30'}}","{'1': {'price': '197.20', 'quantity': '1'}, '2': {'price': '197.25', 'quantity': '1'}, '3': {'price': '197.30', 'quantity': '1'}, '4': {'price': '197.50', 'quantity': '64'}, '5': {'price': '197.55', 'quantity': '30'}}"
Pakka Ltd-$,285.50,-0.45,-0.16,25 Oct 24 | 03:04 PM,PAKKA,516030,B  / BSE SmallCap,10.00,Forest Materials,285.95,295.00,295.00,273.30,398.40,212.00,281.51,0.45 Cr.,0.16 Lakh,0.10 Lakh,"1,125.44 Cr.",596.48 Cr.,"{'1': {'quantity': '75', 'price': '285.00'}, '2': {'quantity': '1', 'price': '284.55'}, '3': {'quantity': '1', 'price': '284.50'}, '4': {'quantity': '5', 'price': '284.25'}, '5': {'quantity': '4', 'price': '284.20'}}","{'1': {'price': '285.65', 'quantity': '88'}, '2': {'price': '285.70', 'quantity': '4'}, '3': {'price': '285.75', 'quantity': '60'}, '4': {'price': '285.80', 'quantity': '4'}, '5': {'price': '285.85', 'quantity': '258'}}"
Tahmar Enterprises Ltd,25.43,-0.51,-1.97,25 Oct 24 | 02:57 PM,TAHMARENT,516032,XT /,1.00,Fast Moving Consumer Goods,25.94,25.43,25.43,25.43,32.65,2.45,25.43,0.01 Cr.,0.04 Lakh,0.27 Lakh,241.05 Cr.,19.28 Cr.,"{'1': {'quantity': '250', 'price': '25.43'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '25.43', 'quantity': '48044'}, '2': {'price': '25.90', 'quantity': '100'}, '3': {'price': '25.94', 'quantity': '500'}, '4': {'price': '26.00', 'quantity': '400'}, '5': {'price': '0.00', 'quantity': '10'}}"
NATIONAL PLYWOOD INDUSTRIES LTD.,9.00,0.16,1.81,21 Oct 24 | 04:00 PM,NATPLY,516062,Z  /,10.00,Forest Materials,8.84,9.28,9.28,8.85,9.28,3.94,9.25,0.03 Cr.,0.32 Lakh,0.18 Lakh,22.18 Cr.,13.31 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Arrow Greentech Ltd,788.15,-38.35,-4.64,25 Oct 24 | 03:04 PM,ARROWGREEN,516064,B  /,10.00,Capital Goods,826.50,843.00,843.00,774.00,1039.00,301.05,794.95,0.55 Cr.,0.07 Lakh,0.06 Lakh,"1,189.16 Cr.",356.75 Cr.,"{'1': {'quantity': '1', 'price': '787.35'}, '2': {'quantity': '8', 'price': '787.30'}, '3': {'quantity': '4', 'price': '786.20'}, '4': {'quantity': '1', 'price': '786.00'}, '5': {'quantity': '100', 'price': '785.90'}}","{'1': {'price': '789.80', 'quantity': '1'}, '2': {'price': '789.85', 'quantity': '29'}, '3': {'price': '790.10', 'quantity': '117'}, '4': {'price': '791.05', 'quantity': '4'}, '5': {'price': '791.65', 'quantity': '4'}}"
VISHNU CHEMICALS LTD.,492.05,-4.35,-0.88,25 Oct 24 | 03:04 PM,VISHNU,516072,B  / BSE SmallCap,2.00,Chemicals,496.40,500.05,513.50,483.40,514.10,247.95,496.93,1.91 Cr.,0.38 Lakh,0.35 Lakh,"3,224.27 Cr.",999.52 Cr.,"{'1': {'quantity': '2', 'price': '491.55'}, '2': {'quantity': '22', 'price': '491.50'}, '3': {'quantity': '35', 'price': '491.45'}, '4': {'quantity': '22', 'price': '491.40'}, '5': {'quantity': '98', 'price': '491.35'}}","{'1': {'price': '492.55', 'quantity': '3'}, '2': {'price': '492.70', 'quantity': '63'}, '3': {'price': '492.75', 'quantity': '83'}, '4': {'price': '492.90', 'quantity': '44'}, '5': {'price': '492.95', 'quantity': '33'}}"
JUMBO BAG LTD.,50.00,0.83,1.69,25 Oct 24 | 03:02 PM,JUMBO,516078,X  /,10.00,Capital Goods,49.17,49.17,52.00,46.12,62.98,27.01,48.65,0.04 Cr.,0.08 Lakh,0.06 Lakh,41.87 Cr.,22.19 Cr.,"{'1': {'quantity': '63', 'price': '49.16'}, '2': {'quantity': '5', 'price': '49.15'}, '3': {'quantity': '50', 'price': '48.10'}, '4': {'quantity': '10', 'price': '48.05'}, '5': {'quantity': '1', 'price': '47.99'}}","{'1': {'price': '50.00', 'quantity': '566'}, '2': {'price': '50.70', 'quantity': '100'}, '3': {'price': '50.75', 'quantity': '41'}, '4': {'price': '50.99', 'quantity': '20'}, '5': {'price': '51.00', 'quantity': '1024'}}"
N.R.AGARWAL INDUSTRIES LTD.,329.00,-8.90,-2.63,25 Oct 24 | 03:03 PM,NRAIL,516082,B  /,10.00,Forest Materials,337.90,325.05,336.00,316.55,543.00,316.55,322.57,0.07 Cr.,0.02 Lakh,0.01 Lakh,559.93 Cr.,139.98 Cr.,"{'1': {'quantity': '1', 'price': '329.55'}, '2': {'quantity': '8', 'price': '328.85'}, '3': {'quantity': '2', 'price': '328.75'}, '4': {'quantity': '22', 'price': '328.70'}, '5': {'quantity': '22', 'price': '328.60'}}","{'1': {'price': '330.20', 'quantity': '8'}, '2': {'price': '330.25', 'quantity': '1'}, '3': {'price': '330.75', 'quantity': '8'}, '4': {'price': '330.95', 'quantity': '23'}, '5': {'price': '331.05', 'quantity': '5'}}"
3P Land Holdings Ltd,36.44,0.94,2.65,25 Oct 24 | 02:52 PM,3PLAND,516092,T  /,2.00,Financial Services,35.50,36.99,36.99,36.44,55.99,23.98,36.70,0.00 Cr.,0.00 Lakh,0.01 Lakh,65.59 Cr.,16.40 Cr.,"{'1': {'quantity': '100', 'price': '34.23'}, '2': {'quantity': '11', 'price': '34.19'}, '3': {'quantity': '15', 'price': '34.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '36.42', 'quantity': '50'}, '2': {'price': '36.43', 'quantity': '50'}, '3': {'price': '36.46', 'quantity': '100'}, '4': {'price': '36.64', 'quantity': '11'}, '5': {'price': '36.73', 'quantity': '100'}}"
SANGAL PAPERS LTD.,283.90,11.90,4.38,25 Oct 24 | 03:03 PM,SANPA,516096,X  /,10.00,Forest Materials,272.00,280.00,297.90,267.15,324.40,162.80,278.67,0.01 Cr.,0.01 Lakh,0.02 Lakh,37.11 Cr.,22.64 Cr.,"{'1': {'quantity': '152', 'price': '268.00'}, '2': {'quantity': '4', 'price': '266.25'}, '3': {'quantity': '100', 'price': '265.00'}, '4': {'quantity': '10', 'price': '261.00'}, '5': {'quantity': '5', 'price': '254.00'}}","{'1': {'price': '281.00', 'quantity': '17'}, '2': {'price': '281.80', 'quantity': '17'}, '3': {'price': '282.40', 'quantity': '150'}, '4': {'price': '283.80', 'quantity': '60'}, '5': {'price': '283.90', 'quantity': '50'}}"
VENTURA TEXTILES LTD.,14.00,-0.44,-3.05,25 Oct 24 | 03:02 PM,VENTURA,516098,XT /,10.00,Textiles,14.44,14.44,15.10,14.00,23.35,6.00,14.01,0.01 Cr.,0.05 Lakh,0.04 Lakh,27.23 Cr.,11.71 Cr.,"{'1': {'quantity': '75', 'price': '13.76'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '14.00', 'quantity': '468'}, '2': {'price': '14.95', 'quantity': '20'}, '3': {'price': '15.10', 'quantity': '574'}, '4': {'price': '15.16', 'quantity': '150'}, '5': {'price': '0.00', 'quantity': '-'}}"
SHREE KARTHIK PAPERS LTD.,11.20,0.08,0.72,25 Oct 24 | 02:57 PM,SHKARTP,516106,X  /,5.00,Forest Materials,11.12,11.60,11.80,10.75,15.98,7.88,11.12,0.00 Cr.,0.03 Lakh,0.11 Lakh,21.40 Cr.,5.35 Cr.,"{'1': {'quantity': '70', 'price': '11.00'}, '2': {'quantity': '39', 'price': '10.85'}, '3': {'quantity': '455', 'price': '10.82'}, '4': {'quantity': '431', 'price': '10.75'}, '5': {'quantity': '150', 'price': '10.70'}}","{'1': {'price': '11.20', 'quantity': '8441'}, '2': {'price': '11.35', 'quantity': '29'}, '3': {'price': '11.37', 'quantity': '100'}, '4': {'price': '11.38', 'quantity': '795'}, '5': {'price': '11.45', 'quantity': '120'}}"
SOUTH INDIA PAPER MILLS LTD.,99.40,-3.30,-3.21,25 Oct 24 | 03:02 PM,STHINPA,516108,X  /,10.00,Forest Materials,102.70,101.00,103.05,98.50,120.75,68.60,99.17,0.05 Cr.,0.05 Lakh,0.55 Lakh,186.38 Cr.,85.73 Cr.,"{'1': {'quantity': '700', 'price': '98.60'}, '2': {'quantity': '702', 'price': '98.50'}, '3': {'quantity': '225', 'price': '98.10'}, '4': {'quantity': '500', 'price': '98.05'}, '5': {'quantity': '605', 'price': '98.00'}}","{'1': {'price': '99.35', 'quantity': '25'}, '2': {'price': '99.40', 'quantity': '40'}, '3': {'price': '99.50', 'quantity': '25'}, '4': {'price': '99.60', 'quantity': '88'}, '5': {'price': '99.65', 'quantity': '500'}}"
Family Care Hospitals Ltd,7.01,-0.21,-2.91,25 Oct 24 | 03:04 PM,FAMILYCARE,516110,X  /,10.00,Healthcare,7.22,7.42,7.42,6.90,10.39,6.23,7.10,0.10 Cr.,1.38 Lakh,1.39 Lakh,37.86 Cr.,30.67 Cr.,"{'1': {'quantity': '50', 'price': '7.01'}, '2': {'quantity': '3713', 'price': '7.00'}, '3': {'quantity': '185', 'price': '6.99'}, '4': {'quantity': '300', 'price': '6.98'}, '5': {'quantity': '310', 'price': '6.96'}}","{'1': {'price': '7.10', 'quantity': '11411'}, '2': {'price': '7.11', 'quantity': '20601'}, '3': {'price': '7.12', 'quantity': '78'}, '4': {'price': '7.14', 'quantity': '17'}, '5': {'price': '7.15', 'quantity': '1000'}}"
VINDHYA TELELINKS LTD.,1900.65,-63.10,-3.21,25 Oct 24 | 03:04 PM,VINDHYATEL,517015,B  / BSE SmallCap,10.00,Telecommunication,1963.75,2039.00,2039.00,1880.00,3232.95,1880.00,1904.62,0.76 Cr.,0.04 Lakh,0.02 Lakh,"2,252.43 Cr.","1,036.12 Cr.","{'1': {'quantity': '4', 'price': '1891.30'}, '2': {'quantity': '9', 'price': '1891.25'}, '3': {'quantity': '1', 'price': '1891.10'}, '4': {'quantity': '1', 'price': '1890.40'}, '5': {'quantity': '1', 'price': '1890.35'}}","{'1': {'price': '1896.90', 'quantity': '2'}, '2': {'price': '1896.95', 'quantity': '1'}, '3': {'price': '1901.50', 'quantity': '25'}, '4': {'price': '1901.55', 'quantity': '1'}, '5': {'price': '1901.65', 'quantity': '1'}}"
RIR Power Electronics Ltd,3632.00,-84.35,-2.27,25 Oct 24 | 03:05 PM,RIR,517035,XT /,10.00,Capital Goods,3716.35,3810.00,3811.00,3530.55,4878.60,569.95,3603.30,3.16 Cr.,0.09 Lakh,0.12 Lakh,"2,672.15 Cr.",801.64 Cr.,"{'1': {'quantity': '1', 'price': '3630.00'}, '2': {'quantity': '1', 'price': '3600.00'}, '3': {'quantity': '105', 'price': '3575.00'}, '4': {'quantity': '2', 'price': '3553.00'}, '5': {'quantity': '5', 'price': '3552.85'}}","{'1': {'price': '3632.00', 'quantity': '14'}, '2': {'price': '3634.00', 'quantity': '10'}, '3': {'price': '3635.00', 'quantity': '10'}, '4': {'price': '3638.00', 'quantity': '11'}, '5': {'price': '3640.00', 'quantity': '51'}}"
ADOR WELDING LTD.,1236.45,-31.80,-2.51,25 Oct 24 | 03:05 PM,ADORWELD,517041,B  / BSE SmallCap,10.00,Capital Goods,1268.25,1266.15,1266.15,1218.20,1770.00,1107.85,1235.21,0.12 Cr.,0.01 Lakh,0.01 Lakh,"1,681.38 Cr.",689.37 Cr.,"{'1': {'quantity': '2', 'price': '1234.70'}, '2': {'quantity': '4', 'price': '1234.65'}, '3': {'quantity': '3', 'price': '1234.60'}, '4': {'quantity': '4', 'price': '1234.15'}, '5': {'quantity': '8', 'price': '1233.35'}}","{'1': {'price': '1239.80', 'quantity': '1'}, '2': {'price': '1239.85', 'quantity': '28'}, '3': {'price': '1240.05', 'quantity': '28'}, '4': {'price': '1240.10', 'quantity': '1'}, '5': {'price': '1240.15', 'quantity': '14'}}"
INTERNATIONAL DATA MANAGEMENT LTD.,29.64,-1.56,-5.00,21 Oct 24 | 04:00 PM,IDM,517044,XT /,10.00,Services,31.20,29.64,29.64,29.64,38.32,10.58,29.62,0.00 Cr.,0.00 Lakh,0.00 Lakh,6.52 Cr.,4.89 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
SALZER ELECTRONICS LTD.-$,963.45,-59.15,-5.78,25 Oct 24 | 03:05 PM,SALZERELEC,517059,B  /,10.00,Capital Goods,1022.60,1033.15,1033.15,958.10,1196.00,360.00,980.52,2.05 Cr.,0.21 Lakh,0.15 Lakh,"1,703.64 Cr.","1,039.22 Cr.","{'1': {'quantity': '12', 'price': '962.85'}, '2': {'quantity': '20', 'price': '962.00'}, '3': {'quantity': '1', 'price': '961.60'}, '4': {'quantity': '10', 'price': '961.25'}, '5': {'quantity': '1', 'price': '961.15'}}","{'1': {'price': '963.45', 'quantity': '4'}, '2': {'price': '963.80', 'quantity': '53'}, '3': {'price': '963.85', 'quantity': '37'}, '4': {'price': '964.15', 'quantity': '48'}, '5': {'price': '964.40', 'quantity': '2'}}"
JETKING INFOTRAIN LTD.,60.71,-4.04,-6.24,25 Oct 24 | 02:58 PM,JETKINGQ,517063,X  /,10.00,Consumer Services,64.75,65.74,66.00,60.71,85.36,45.25,62.85,0.01 Cr.,0.02 Lakh,0.03 Lakh,35.86 Cr.,16.50 Cr.,"{'1': {'quantity': '39', 'price': '60.71'}, '2': {'quantity': '50', 'price': '60.70'}, '3': {'quantity': '100', 'price': '60.65'}, '4': {'quantity': '1', 'price': '60.55'}, '5': {'quantity': '25', 'price': '60.22'}}","{'1': {'price': '61.97', 'quantity': '80'}, '2': {'price': '61.98', 'quantity': '50'}, '3': {'price': '62.00', 'quantity': '631'}, '4': {'price': '63.00', 'quantity': '700'}, '5': {'price': '63.82', 'quantity': '52'}}"
APLAB LTD.-$,70.30,-1.32,-1.84,25 Oct 24 | 03:05 PM,APLAB,517096,X  /,10.00,Capital Goods,71.62,71.62,74.63,69.83,127.00,60.02,70.43,0.05 Cr.,0.07 Lakh,0.06 Lakh,77.96 Cr.,28.85 Cr.,"{'1': {'quantity': '200', 'price': '70.20'}, '2': {'quantity': '121', 'price': '70.15'}, '3': {'quantity': '10', 'price': '70.00'}, '4': {'quantity': '15', 'price': '69.33'}, '5': {'quantity': '100', 'price': '69.10'}}","{'1': {'price': '70.30', 'quantity': '140'}, '2': {'price': '73.43', 'quantity': '9'}, '3': {'price': '73.56', 'quantity': '5'}, '4': {'price': '74.08', 'quantity': '12'}, '5': {'price': '74.09', 'quantity': '189'}}"
PCS TECHNOLOGY LTD.,30.00,-0.05,-0.17,25 Oct 24 | 03:05 PM,PCS,517119,X  /,10.00,Information Technology,30.05,30.65,30.65,28.61,38.16,14.01,29.10,0.02 Cr.,0.08 Lakh,0.08 Lakh,62.85 Cr.,18.23 Cr.,"{'1': {'quantity': '104', 'price': '28.73'}, '2': {'quantity': '150', 'price': '28.72'}, '3': {'quantity': '100', 'price': '28.70'}, '4': {'quantity': '238', 'price': '28.61'}, '5': {'quantity': '100', 'price': '28.60'}}","{'1': {'price': '30.35', 'quantity': '100'}, '2': {'price': '30.37', 'quantity': '500'}, '3': {'price': '30.48', 'quantity': '300'}, '4': {'price': '30.50', 'quantity': '100'}, '5': {'price': '30.75', 'quantity': '100'}}"
USHA MARTIN LTD.,385.90,-10.05,-2.54,25 Oct 24 | 03:05 PM,USHAMART,517146,A  / BSE 500,1.00,Capital Goods,395.95,396.05,400.00,380.20,450.85,252.95,385.26,2.26 Cr.,0.59 Lakh,2.48 Lakh,"11,759.99 Cr.","6,467.99 Cr.","{'1': {'quantity': '18', 'price': '385.70'}, '2': {'quantity': '15', 'price': '385.65'}, '3': {'quantity': '14', 'price': '385.60'}, '4': {'quantity': '86', 'price': '385.55'}, '5': {'quantity': '2', 'price': '385.50'}}","{'1': {'price': '386.20', 'quantity': '9'}, '2': {'price': '386.25', 'quantity': '68'}, '3': {'price': '386.35', 'quantity': '65'}, '4': {'price': '386.40', 'quantity': '22'}, '5': {'price': '386.50', 'quantity': '21'}}"
SPEL SEMICONDUCTOR LTD.,171.70,-3.50,-2.00,25 Oct 24 | 03:05 PM,SPELS,517166,XT /,10.00,Capital Goods,175.20,174.00,174.00,171.70,268.40,49.10,172.86,0.26 Cr.,0.15 Lakh,0.23 Lakh,791.84 Cr.,324.65 Cr.,"{'1': {'quantity': '15', 'price': '176.85'}, '2': {'quantity': '50', 'price': '176.00'}, '3': {'quantity': '1', 'price': '174.00'}, '4': {'quantity': '3', 'price': '172.00'}, '5': {'quantity': '203', 'price': '0.00'}}","{'1': {'price': '171.70', 'quantity': '62233'}, '2': {'price': '171.75', 'quantity': '15'}, '3': {'price': '172.00', 'quantity': '773'}, '4': {'price': '172.25', 'quantity': '34'}, '5': {'price': '0.00', 'quantity': '2155'}}"
SUBROS LTD.,617.55,-18.80,-2.95,25 Oct 24 | 03:05 PM,SUBROS,517168,B  / BSE SmallCap,2.00,Automobile and Auto Components,636.35,627.00,634.05,614.30,825.00,345.50,620.10,0.10 Cr.,0.02 Lakh,0.04 Lakh,"4,028.63 Cr.","1,168.30 Cr.","{'1': {'quantity': '2', 'price': '615.45'}, '2': {'quantity': '7', 'price': '615.40'}, '3': {'quantity': '10', 'price': '615.35'}, '4': {'quantity': '3', 'price': '615.30'}, '5': {'quantity': '28', 'price': '615.25'}}","{'1': {'price': '617.55', 'quantity': '13'}, '2': {'price': '617.60', 'quantity': '13'}, '3': {'price': '617.65', 'quantity': '4'}, '4': {'price': '617.75', 'quantity': '4'}, '5': {'price': '617.80', 'quantity': '5'}}"
